SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
5_16,5,Pilot-1,16,1,ponies,Valid Filler,Datisi,2,NA,3636,Datisi,1,1,0,0
5_17,5,Pilot-1,17,1,rifles,Valid Filler,Disamis,2,NA,3220,Disamis,1,1,0,0
5_18,5,Pilot-1,18,0,subscriptions,Polysemy,Darii,2,NA,3337,Darii,0,1,0,0
5_19,5,Pilot-1,19,1,liars,Valid Filler,Dimatis,2,NA,2948,Dimatis,1,1,0,0
5_20,5,Pilot-1,20,0,injuries,Invalid Filler,Dimatis*,2,NA,3652,Dimatis,0,1,0,0
5_21,5,Pilot-1,21,1,mugs,Valid Filler,Datisi,2,NA,3242,Datisi,1,1,0,0
5_22,5,Pilot-1,22,1,poets,Valid Filler,Datisi,2,NA,2758,Datisi,1,1,0,0
5_23,5,Pilot-1,23,0,newspapers,Polysemy,Dimatis,2,NA,5054,Dimatis,0,1,0,0
5_24,5,Pilot-1,24,0,books,Polysemy,Dimatis,2,NA,3424,Dimatis,0,1,0,0
5_25,5,Pilot-1,25,1,widows,Valid Filler,Dimatis,2,NA,3691,Dimatis,1,1,0,0
5_26,5,Pilot-1,26,0,dances,Invalid Filler,Darii*,2,NA,9999,Darii,0,1,0,0
5_27,5,Pilot-1,27,1,clowns,Valid Filler,Darii,2,NA,3405,Darii,1,1,0,0
5_28,5,Pilot-1,28,1,grapes,Valid Filler,Disamis,2,NA,3042,Disamis,1,1,0,0
5_29,5,Pilot-1,29,0,dreams,Polysemy,Barbara,2,NA,3104,Barbara,0,1,0,0
5_30,5,Pilot-1,30,1,swords,Valid Filler,Disamis,2,NA,3741,Disamis,1,1,0,0
5_31,5,Pilot-1,31,0,peppers,Invalid Filler,Dimatis*,2,NA,5756,Dimatis,0,1,0,0
5_32,5,Pilot-1,32,1,tracks,Homonymy,Darii,2,NA,7320,Darii,0,0,0,0
5_33,5,Pilot-1,33,1,singers,Valid Filler,Darii,2,NA,2974,Darii,1,1,0,0
5_34,5,Pilot-1,34,0,foundations,Homonymy,Dimatis,2,NA,3085,Dimatis,0,1,0,0
5_35,5,Pilot-1,35,0,movements,Homonymy,Barbara,2,NA,3574,Barbara,0,1,0,0
5_36,5,Pilot-1,36,1,doughnuts,Valid Filler,Darii,2,NA,3869,Darii,1,1,0,0
5_37,5,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,2,NA,4248,Disamis,0,1,0,0
5_38,5,Pilot-1,38,0,examinations,Polysemy,Disamis,2,NA,4433,Disamis,0,1,0,0
5_39,5,Pilot-1,39,0,admissions,Homonymy,Barbara,2,NA,4558,Barbara,0,1,0,0
5_40,5,Pilot-1,40,0,sandwiches,Polysemy,Darii,2,NA,3092,Darii,0,1,0,0
5_41,5,Pilot-1,41,0,chickens,Polysemy,Datisi,2,NA,3341,Datisi,0,1,0,0
5_42,5,Pilot-1,42,0,dinosaurs,Valid Filler,Barbara,2,NA,7015,Barbara,1,0,0,0
5_43,5,Pilot-1,43,0,colors,Invalid Filler,Disamis*,2,NA,3594,Disamis,0,1,0,0
5_44,5,Pilot-1,44,0,mothers,Invalid Filler,Darii*,2,NA,3121,Darii,0,1,0,0
5_45,5,Pilot-1,45,1,suitcases,Valid Filler,Dimatis,2,NA,3630,Dimatis,1,1,0,0
5_46,5,Pilot-1,46,0,shapes,Invalid Filler,Disamis*,2,NA,3069,Disamis,0,1,0,0
5_47,5,Pilot-1,47,1,statues,Valid Filler,Datisi,2,NA,3219,Datisi,1,1,0,0
5_48,5,Pilot-1,48,0,organs,Invalid Filler,Barbara*,2,NA,3742,Barbara,0,1,0,0
5_49,5,Pilot-1,49,0,drivers,Invalid Filler,Barbara*,2,NA,2765,Barbara,0,1,0,0
5_50,5,Pilot-1,50,0,dresses,Invalid Filler,Darii*,2,NA,3348,Darii,0,1,0,0
5_51,5,Pilot-1,51,0,dinners,Polysemy,Barbara,2,NA,4665,Barbara,0,1,0,0
5_52,5,Pilot-1,52,1,trucks,Valid Filler,Dimatis,2,NA,3049,Dimatis,1,1,0,0
5_53,5,Pilot-1,53,0,spices,Invalid Filler,Dimatis*,2,NA,3525,Dimatis,0,1,0,0
5_54,5,Pilot-1,54,0,panels,Homonymy,Datisi,2,NA,3129,Datisi,0,1,0,0
5_55,5,Pilot-1,55,0,thieves,Invalid Filler,Dimatis*,2,NA,3597,Dimatis,0,1,0,0
5_56,5,Pilot-1,56,0,funerals,Invalid Filler,Datisi*,2,NA,3329,Datisi,0,1,0,0
5_57,5,Pilot-1,57,1,burgers,Valid Filler,Disamis,2,NA,3310,Disamis,1,1,0,0
5_58,5,Pilot-1,58,1,toilets,Invalid Filler,Disamis*,2,NA,6651,Disamis,0,0,0,0
5_59,5,Pilot-1,59,0,buildings,Invalid Filler,Barbara*,2,NA,2684,Barbara,0,1,0,0
5_60,5,Pilot-1,60,0,tapes,Homonymy,Darii,2,NA,3063,Darii,0,1,0,0
6_1,6,Pilot-1,1,1,mugs,Valid Filler,Datisi,1,NA,4121,Datisi,1,1,0,0
6_2,6,Pilot-1,2,1,burgers,Valid Filler,Disamis,1,NA,5073,Disamis,1,1,0,0
6_3,6,Pilot-1,3,0,dresses,Invalid Filler,Darii*,1,NA,6131,Darii,0,1,0,0
6_4,6,Pilot-1,4,1,trucks,Valid Filler,Dimatis,1,NA,3531,Dimatis,1,1,0,0
6_5,6,Pilot-1,5,1,poets,Valid Filler,Datisi,1,NA,3240,Datisi,1,1,0,0
6_6,6,Pilot-1,6,1,doughnuts,Valid Filler,Darii,1,NA,3488,Darii,1,1,0,0
6_7,6,Pilot-1,7,1,dolls,Valid Filler,Darii,1,NA,3841,Darii,1,1,0,0
6_8,6,Pilot-1,8,0,arms,Homonymy,Disamis,1,NA,3784,Disamis,0,1,0,0
6_9,6,Pilot-1,9,0,toilets,Invalid Filler,Disamis*,1,NA,4562,Disamis,0,1,0,0
6_10,6,Pilot-1,10,0,dinners,Polysemy,Barbara,1,NA,6619,Barbara,0,1,0,0
6_11,6,Pilot-1,11,1,rifles,Valid Filler,Disamis,1,NA,4326,Disamis,1,1,0,0
6_12,6,Pilot-1,12,0,chickens,Polysemy,Datisi,1,NA,5224,Datisi,0,1,0,0
6_13,6,Pilot-1,13,0,boards,Homonymy,Dimatis,1,NA,8460,Dimatis,0,1,0,0
6_14,6,Pilot-1,14,0,foundations,Homonymy,Dimatis,1,NA,5068,Dimatis,0,1,0,0
6_15,6,Pilot-1,15,0,panels,Homonymy,Datisi,1,NA,4234,Datisi,0,1,0,0
6_16,6,Pilot-1,16,1,oil,Polysemy,Datisi,1,NA,4056,Datisi,0,0,0,0
6_17,6,Pilot-1,17,0,dreams,Polysemy,Barbara,1,NA,2792,Barbara,0,1,0,0
6_18,6,Pilot-1,18,1,whales,Valid Filler,Barbara,1,NA,69893,Barbara,1,1,0,0
6_19,6,Pilot-1,19,1,spices,Invalid Filler,Dimatis*,1,NA,8303,Dimatis,0,0,0,0
6_20,6,Pilot-1,20,0,sandwiches,Polysemy,Darii,1,NA,3056,Darii,0,1,0,0
6_21,6,Pilot-1,21,0,admissions,Homonymy,Barbara,1,NA,6604,Barbara,0,1,0,0
6_22,6,Pilot-1,22,1,suitcases,Valid Filler,Dimatis,1,NA,4434,Dimatis,1,1,0,0
6_23,6,Pilot-1,23,0,peppers,Invalid Filler,Dimatis*,1,NA,4585,Dimatis,0,1,0,0
6_24,6,Pilot-1,24,0,colors,Invalid Filler,Disamis*,1,NA,5027,Disamis,0,1,0,0
6_25,6,Pilot-1,25,1,examinations,Polysemy,Disamis,1,NA,5019,Disamis,0,0,0,0
6_26,6,Pilot-1,26,0,tapes,Homonymy,Darii,1,NA,4466,Darii,0,1,0,0
6_27,6,Pilot-1,27,1,dinosaurs,Valid Filler,Barbara,1,NA,3986,Barbara,1,1,0,0
6_28,6,Pilot-1,28,0,phones,Valid Filler,Barbara,1,NA,3008,Barbara,1,0,0,0
6_29,6,Pilot-1,29,0,newspapers,Polysemy,Dimatis,1,NA,3789,Dimatis,0,1,0,0
6_30,6,Pilot-1,30,0,buildings,Invalid Filler,Barbara*,1,NA,3801,Barbara,0,1,0,0
6_31,6,Pilot-1,31,1,dates,Homonymy,Disamis,1,NA,3657,Disamis,0,0,0,0
6_32,6,Pilot-1,32,1,grapes,Valid Filler,Disamis,1,NA,2799,Disamis,1,1,0,0
6_33,6,Pilot-1,33,1,swords,Valid Filler,Disamis,1,NA,2905,Disamis,1,1,0,0
6_34,6,Pilot-1,34,1,ponies,Valid Filler,Datisi,1,NA,2839,Datisi,1,1,0,0
6_35,6,Pilot-1,35,1,statues,Valid Filler,Datisi,1,NA,2729,Datisi,1,1,0,0
6_36,6,Pilot-1,36,1,widows,Valid Filler,Dimatis,1,NA,2431,Dimatis,1,1,0,0
6_37,6,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,1,NA,3232,Disamis,0,1,0,0
6_38,6,Pilot-1,38,1,clowns,Valid Filler,Darii,1,NA,3170,Darii,1,1,0,0
6_39,6,Pilot-1,39,0,injuries,Invalid Filler,Dimatis*,1,NA,5746,Dimatis,0,1,0,0
6_40,6,Pilot-1,40,0,thieves,Invalid Filler,Dimatis*,1,NA,3345,Dimatis,0,1,0,0
6_41,6,Pilot-1,41,1,tracks,Homonymy,Darii,1,NA,4306,Darii,0,0,0,0
6_42,6,Pilot-1,42,0,stones,Invalid Filler,Datisi*,1,NA,3931,Datisi,0,1,0,0
6_43,6,Pilot-1,43,0,columns,Homonymy,Datisi,1,NA,3802,Datisi,0,1,0,0
6_44,6,Pilot-1,44,1,movements,Homonymy,Barbara,1,NA,5180,Barbara,0,0,0,0
6_45,6,Pilot-1,45,0,organs,Invalid Filler,Barbara*,1,NA,2687,Barbara,0,1,0,0
6_46,6,Pilot-1,46,1,actors,Invalid Filler,Datisi*,1,NA,3878,Datisi,0,0,0,0
6_47,6,Pilot-1,47,1,subscriptions,Polysemy,Darii,1,NA,5817,Darii,0,0,0,0
6_48,6,Pilot-1,48,1,liars,Valid Filler,Dimatis,1,NA,2737,Dimatis,1,1,0,0
6_49,6,Pilot-1,49,1,classes,Polysemy,Disamis,1,NA,3725,Disamis,0,0,0,0
6_50,6,Pilot-1,50,0,negotiations,Valid Filler,Barbara,1,NA,6480,Barbara,1,0,0,0
6_51,6,Pilot-1,51,0,antiques,Invalid Filler,Darii*,1,NA,4202,Darii,0,1,0,0
6_52,6,Pilot-1,52,0,books,Polysemy,Dimatis,1,NA,3113,Dimatis,0,1,0,0
6_53,6,Pilot-1,53,0,dances,Invalid Filler,Darii*,1,NA,3993,Darii,0,1,0,0
6_54,6,Pilot-1,54,0,shapes,Invalid Filler,Disamis*,1,NA,2628,Disamis,0,1,0,0
6_55,6,Pilot-1,55,0,sausages,Invalid Filler,Datisi*,1,NA,3376,Datisi,0,1,0,0
6_56,6,Pilot-1,56,1,funerals,Invalid Filler,Datisi*,1,NA,5541,Datisi,0,0,0,0
6_57,6,Pilot-1,57,1,singers,Valid Filler,Darii,1,NA,3931,Darii,1,1,0,0
6_58,6,Pilot-1,58,0,mothers,Invalid Filler,Darii*,1,NA,4026,Darii,0,1,0,0
6_59,6,Pilot-1,59,0,clocks,Invalid Filler,Barbara*,1,NA,2784,Barbara,0,1,0,0
6_60,6,Pilot-1,60,0,drivers,Invalid Filler,Barbara*,1,NA,3397,Barbara,0,1,0,0
7_1,7,Pilot-1,1,1,mugs,Valid Filler,Datisi,1,NA,7869,Datisi,1,1,0,0
7_2,7,Pilot-1,2,1,burgers,Valid Filler,Disamis,1,NA,6648,Disamis,1,1,0,0
7_3,7,Pilot-1,3,0,dresses,Invalid Filler,Darii*,1,NA,5710,Darii,0,1,0,0
7_4,7,Pilot-1,4,1,trucks,Valid Filler,Dimatis,1,NA,7659,Dimatis,1,1,0,0
7_5,7,Pilot-1,5,1,poets,Valid Filler,Datisi,1,NA,3724,Datisi,1,1,0,0
7_6,7,Pilot-1,6,1,doughnuts,Valid Filler,Darii,1,NA,3466,Darii,1,1,0,0
7_7,7,Pilot-1,7,1,dolls,Valid Filler,Darii,1,NA,3514,Darii,1,1,0,0
7_8,7,Pilot-1,8,0,arms,Homonymy,Disamis,1,NA,27158,Disamis,0,1,0,0
7_9,7,Pilot-1,9,0,toilets,Invalid Filler,Disamis*,1,NA,10718,Disamis,0,1,0,0
7_10,7,Pilot-1,10,0,dinners,Polysemy,Barbara,1,NA,8659,Barbara,0,1,0,0
7_11,7,Pilot-1,11,1,rifles,Valid Filler,Disamis,1,NA,3803,Disamis,1,1,0,0
7_12,7,Pilot-1,12,0,chickens,Polysemy,Datisi,1,NA,9164,Datisi,0,1,0,0
7_13,7,Pilot-1,13,0,boards,Homonymy,Dimatis,1,NA,3105,Dimatis,0,1,0,0
7_14,7,Pilot-1,14,0,foundations,Homonymy,Dimatis,1,NA,3709,Dimatis,0,1,0,0
7_15,7,Pilot-1,15,0,panels,Homonymy,Datisi,1,NA,6850,Datisi,0,1,0,0
7_16,7,Pilot-1,16,0,oil,Polysemy,Datisi,1,NA,3623,Datisi,0,1,0,0
7_17,7,Pilot-1,17,0,dreams,Polysemy,Barbara,1,NA,17924,Barbara,0,1,0,0
7_18,7,Pilot-1,18,1,whales,Valid Filler,Barbara,1,NA,3227,Barbara,1,1,0,0
7_19,7,Pilot-1,19,0,spices,Invalid Filler,Dimatis*,1,NA,19924,Dimatis,0,1,0,0
7_20,7,Pilot-1,20,1,sandwiches,Polysemy,Darii,1,NA,3639,Darii,0,0,0,0
7_21,7,Pilot-1,21,0,admissions,Homonymy,Barbara,1,NA,12472,Barbara,0,1,0,0
7_22,7,Pilot-1,22,1,suitcases,Valid Filler,Dimatis,1,NA,6451,Dimatis,1,1,0,0
7_23,7,Pilot-1,23,0,peppers,Invalid Filler,Dimatis*,1,NA,15532,Dimatis,0,1,0,0
7_24,7,Pilot-1,24,0,colors,Invalid Filler,Disamis*,1,NA,7809,Disamis,0,1,0,0
7_25,7,Pilot-1,25,0,examinations,Polysemy,Disamis,1,NA,10480,Disamis,0,1,0,0
7_26,7,Pilot-1,26,0,tapes,Homonymy,Darii,1,NA,2225,Darii,0,1,0,0
7_27,7,Pilot-1,27,0,dinosaurs,Valid Filler,Barbara,1,NA,3258,Barbara,1,0,0,0
7_28,7,Pilot-1,28,1,phones,Valid Filler,Barbara,1,NA,4079,Barbara,1,1,0,0
7_29,7,Pilot-1,29,0,newspapers,Polysemy,Dimatis,1,NA,7581,Dimatis,0,1,0,0
7_30,7,Pilot-1,30,0,buildings,Invalid Filler,Barbara*,1,NA,6077,Barbara,0,1,0,0
7_31,7,Pilot-1,31,1,dates,Homonymy,Disamis,1,NA,5687,Disamis,0,0,0,0
7_32,7,Pilot-1,32,1,grapes,Valid Filler,Disamis,1,NA,2919,Disamis,1,1,0,0
7_33,7,Pilot-1,33,1,swords,Valid Filler,Disamis,1,NA,4881,Disamis,1,1,0,0
7_34,7,Pilot-1,34,1,ponies,Valid Filler,Datisi,1,NA,2945,Datisi,1,1,0,0
7_35,7,Pilot-1,35,1,statues,Valid Filler,Datisi,1,NA,3712,Datisi,1,1,0,0
7_36,7,Pilot-1,36,1,widows,Valid Filler,Dimatis,1,NA,2863,Dimatis,1,1,0,0
7_37,7,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,1,NA,6211,Disamis,0,1,0,0
7_38,7,Pilot-1,38,1,clowns,Valid Filler,Darii,1,NA,4273,Darii,1,1,0,0
7_39,7,Pilot-1,39,0,injuries,Invalid Filler,Dimatis*,1,NA,4855,Dimatis,0,1,0,0
7_40,7,Pilot-1,40,1,thieves,Invalid Filler,Dimatis*,1,NA,6680,Dimatis,0,0,0,0
7_41,7,Pilot-1,41,1,tracks,Homonymy,Darii,1,NA,5493,Darii,0,0,0,0
7_42,7,Pilot-1,42,0,stones,Invalid Filler,Datisi*,1,NA,3317,Datisi,0,1,0,0
7_43,7,Pilot-1,43,0,columns,Homonymy,Datisi,1,NA,5181,Datisi,0,1,0,0
7_44,7,Pilot-1,44,0,movements,Homonymy,Barbara,1,NA,6069,Barbara,0,1,0,0
7_45,7,Pilot-1,45,0,organs,Invalid Filler,Barbara*,1,NA,3039,Barbara,0,1,0,0
7_46,7,Pilot-1,46,0,actors,Invalid Filler,Datisi*,1,NA,5019,Datisi,0,1,0,0
7_47,7,Pilot-1,47,0,subscriptions,Polysemy,Darii,1,NA,6493,Darii,0,1,0,0
7_48,7,Pilot-1,48,1,liars,Valid Filler,Dimatis,1,NA,2959,Dimatis,1,1,0,0
7_49,7,Pilot-1,49,1,classes,Polysemy,Disamis,1,NA,5954,Disamis,0,0,0,0
7_50,7,Pilot-1,50,1,negotiations,Valid Filler,Barbara,1,NA,5465,Barbara,1,1,0,0
7_51,7,Pilot-1,51,0,antiques,Invalid Filler,Darii*,1,NA,3291,Darii,0,1,0,0
7_52,7,Pilot-1,52,1,books,Polysemy,Dimatis,1,NA,7297,Dimatis,0,0,0,0
7_53,7,Pilot-1,53,1,dances,Invalid Filler,Darii*,1,NA,4341,Darii,0,0,0,0
7_54,7,Pilot-1,54,0,shapes,Invalid Filler,Disamis*,1,NA,3519,Disamis,0,1,0,0
7_55,7,Pilot-1,55,0,sausages,Invalid Filler,Datisi*,1,NA,3259,Datisi,0,1,0,0
7_56,7,Pilot-1,56,0,funerals,Invalid Filler,Datisi*,1,NA,3591,Datisi,0,1,0,0
7_57,7,Pilot-1,57,1,singers,Valid Filler,Darii,1,NA,4068,Darii,1,1,0,0
7_58,7,Pilot-1,58,1,mothers,Invalid Filler,Darii*,1,NA,4955,Darii,0,0,0,0
7_59,7,Pilot-1,59,0,clocks,Invalid Filler,Barbara*,1,NA,6015,Barbara,0,1,0,0
7_60,7,Pilot-1,60,0,drivers,Invalid Filler,Barbara*,1,NA,3283,Barbara,0,1,0,0
8_1,8,Pilot-1,1,0,boards,Homonymy,Dimatis,2,NA,31516,Dimatis,0,1,0,0
8_2,8,Pilot-1,2,0,clocks,Invalid Filler,Barbara*,2,NA,27133,Barbara,0,1,0,0
8_3,8,Pilot-1,3,1,whales,Valid Filler,Barbara,2,NA,13935,Barbara,1,1,0,0
8_4,8,Pilot-1,4,0,antiques,Invalid Filler,Darii*,2,NA,18813,Darii,0,1,0,0
8_5,8,Pilot-1,5,1,classes,Polysemy,Disamis,2,NA,17474,Disamis,0,0,0,0
8_6,8,Pilot-1,6,1,negotiations,Valid Filler,Barbara,2,NA,8418,Barbara,1,1,0,0
8_7,8,Pilot-1,7,0,columns,Homonymy,Datisi,2,NA,5477,Datisi,0,1,0,0
8_8,8,Pilot-1,8,0,arms,Homonymy,Disamis,2,NA,6186,Disamis,0,1,0,0
8_9,8,Pilot-1,9,0,stones,Invalid Filler,Datisi*,2,NA,3341,Datisi,0,1,0,0
8_10,8,Pilot-1,10,1,phones,Valid Filler,Barbara,2,NA,2856,Barbara,1,1,0,0
8_11,8,Pilot-1,11,1,actors,Invalid Filler,Datisi*,2,NA,3129,Datisi,0,0,0,0
8_12,8,Pilot-1,12,0,oil,Polysemy,Datisi,2,NA,6396,Datisi,0,1,0,0
8_13,8,Pilot-1,13,0,sausages,Invalid Filler,Datisi*,2,NA,3841,Datisi,0,1,0,0
8_14,8,Pilot-1,14,1,dolls,Valid Filler,Darii,2,NA,3617,Darii,1,1,0,0
8_15,8,Pilot-1,15,0,dates,Homonymy,Disamis,2,NA,3498,Disamis,0,1,0,0
8_16,8,Pilot-1,16,1,ponies,Valid Filler,Datisi,2,NA,15462,Datisi,1,1,0,0
8_17,8,Pilot-1,17,1,rifles,Valid Filler,Disamis,2,NA,2804,Disamis,1,1,0,0
8_18,8,Pilot-1,18,0,subscriptions,Polysemy,Darii,2,NA,4548,Darii,0,1,0,0
8_19,8,Pilot-1,19,1,liars,Valid Filler,Dimatis,2,NA,2655,Dimatis,1,1,0,0
8_20,8,Pilot-1,20,0,injuries,Invalid Filler,Dimatis*,2,NA,3633,Dimatis,0,1,0,0
8_21,8,Pilot-1,21,1,mugs,Valid Filler,Datisi,2,NA,7116,Datisi,1,1,0,0
8_22,8,Pilot-1,22,1,poets,Valid Filler,Datisi,2,NA,3521,Datisi,1,1,0,0
8_23,8,Pilot-1,23,0,newspapers,Polysemy,Dimatis,2,NA,4681,Dimatis,0,1,0,0
8_24,8,Pilot-1,24,0,books,Polysemy,Dimatis,2,NA,7111,Dimatis,0,1,0,0
8_25,8,Pilot-1,25,1,widows,Valid Filler,Dimatis,2,NA,3352,Dimatis,1,1,0,0
8_26,8,Pilot-1,26,0,dances,Invalid Filler,Darii*,2,NA,5491,Darii,0,1,0,0
8_27,8,Pilot-1,27,1,clowns,Valid Filler,Darii,2,NA,2664,Darii,1,1,0,0
8_28,8,Pilot-1,28,1,grapes,Valid Filler,Disamis,2,NA,3588,Disamis,1,1,0,0
8_29,8,Pilot-1,29,0,dreams,Polysemy,Barbara,2,NA,4531,Barbara,0,1,0,0
8_30,8,Pilot-1,30,1,swords,Valid Filler,Disamis,2,NA,3722,Disamis,1,1,0,0
8_31,8,Pilot-1,31,1,peppers,Invalid Filler,Dimatis*,2,NA,16818,Dimatis,0,0,0,0
8_32,8,Pilot-1,32,0,tracks,Homonymy,Darii,2,NA,8787,Darii,0,1,0,0
8_33,8,Pilot-1,33,1,singers,Valid Filler,Darii,2,NA,3112,Darii,1,1,0,0
8_34,8,Pilot-1,34,0,foundations,Homonymy,Dimatis,2,NA,3128,Dimatis,0,1,0,0
8_35,8,Pilot-1,35,0,movements,Homonymy,Barbara,2,NA,2892,Barbara,0,1,0,0
8_36,8,Pilot-1,36,1,doughnuts,Valid Filler,Darii,2,NA,3057,Darii,1,1,0,0
8_37,8,Pilot-1,37,0,steaks,Invalid Filler,Disamis*,2,NA,5782,Disamis,0,1,0,0
8_38,8,Pilot-1,38,0,examinations,Polysemy,Disamis,2,NA,8711,Disamis,0,1,0,0
8_39,8,Pilot-1,39,0,admissions,Homonymy,Barbara,2,NA,7485,Barbara,0,1,0,0
8_40,8,Pilot-1,40,0,sandwiches,Polysemy,Darii,2,NA,2831,Darii,0,1,0,0
8_41,8,Pilot-1,41,0,chickens,Polysemy,Datisi,2,NA,5108,Datisi,0,1,0,0
8_42,8,Pilot-1,42,1,dinosaurs,Valid Filler,Barbara,2,NA,15205,Barbara,1,1,0,0
8_43,8,Pilot-1,43,1,colors,Invalid Filler,Disamis*,2,NA,7831,Disamis,0,0,0,0
8_44,8,Pilot-1,44,0,mothers,Invalid Filler,Darii*,2,NA,2931,Darii,0,1,0,0
8_45,8,Pilot-1,45,1,suitcases,Valid Filler,Dimatis,2,NA,4723,Dimatis,1,1,0,0
8_46,8,Pilot-1,46,0,shapes,Invalid Filler,Disamis*,2,NA,1853,Disamis,0,1,0,0
8_47,8,Pilot-1,47,1,statues,Valid Filler,Datisi,2,NA,3730,Datisi,1,1,0,0
8_48,8,Pilot-1,48,0,organs,Invalid Filler,Barbara*,2,NA,2267,Barbara,0,1,0,0
8_49,8,Pilot-1,49,0,drivers,Invalid Filler,Barbara*,2,NA,4451,Barbara,0,1,0,0
8_50,8,Pilot-1,50,1,dresses,Invalid Filler,Darii*,2,NA,4003,Darii,0,0,0,0
8_51,8,Pilot-1,51,0,dinners,Polysemy,Barbara,2,NA,5943,Barbara,0,1,0,0
8_52,8,Pilot-1,52,1,trucks,Valid Filler,Dimatis,2,NA,3394,Dimatis,1,1,0,0
8_53,8,Pilot-1,53,1,spices,Invalid Filler,Dimatis*,2,NA,3609,Dimatis,0,0,0,0
8_54,8,Pilot-1,54,0,panels,Homonymy,Datisi,2,NA,3582,Datisi,0,1,0,0
8_55,8,Pilot-1,55,0,thieves,Invalid Filler,Dimatis*,2,NA,2936,Dimatis,0,1,0,0
8_56,8,Pilot-1,56,0,funerals,Invalid Filler,Datisi*,2,NA,9569,Datisi,0,1,0,0
8_57,8,Pilot-1,57,1,burgers,Valid Filler,Disamis,2,NA,2728,Disamis,1,1,0,0
8_58,8,Pilot-1,58,0,toilets,Invalid Filler,Disamis*,2,NA,8227,Disamis,0,1,0,0
8_59,8,Pilot-1,59,0,buildings,Invalid Filler,Barbara*,2,NA,3361,Barbara,0,1,0,0
8_60,8,Pilot-1,60,0,tapes,Homonymy,Darii,2,NA,2599,Darii,0,1,0,0
9_1,9,Pilot-1,1,0,boards,Homonymy,Dimatis,2,NA,4199,Dimatis,0,1,0,0
9_2,9,Pilot-1,2,0,clocks,Invalid Filler,Barbara*,2,NA,4573,Barbara,0,1,0,0
9_3,9,Pilot-1,3,1,whales,Valid Filler,Barbara,2,NA,6161,Barbara,1,1,0,0
9_4,9,Pilot-1,4,0,antiques,Invalid Filler,Darii*,2,NA,8200,Darii,0,1,0,0
9_5,9,Pilot-1,5,1,classes,Polysemy,Disamis,2,NA,6007,Disamis,0,0,0,0
9_6,9,Pilot-1,6,0,negotiations,Valid Filler,Barbara,2,NA,5730,Barbara,1,0,0,0
9_7,9,Pilot-1,7,0,columns,Homonymy,Datisi,2,NA,3651,Datisi,0,1,0,0
9_8,9,Pilot-1,8,1,arms,Homonymy,Disamis,2,NA,3998,Disamis,0,0,0,0
9_9,9,Pilot-1,9,0,stones,Invalid Filler,Datisi*,2,NA,3270,Datisi,0,1,0,0
9_10,9,Pilot-1,10,1,phones,Valid Filler,Barbara,2,NA,3069,Barbara,1,1,0,0
9_11,9,Pilot-1,11,1,actors,Invalid Filler,Datisi*,2,NA,3234,Datisi,0,0,0,0
9_12,9,Pilot-1,12,1,oil,Polysemy,Datisi,2,NA,5249,Datisi,0,0,0,0
9_13,9,Pilot-1,13,0,sausages,Invalid Filler,Datisi*,2,NA,6897,Datisi,0,1,0,0
9_14,9,Pilot-1,14,1,dolls,Valid Filler,Darii,2,NA,3392,Darii,1,1,0,0
9_15,9,Pilot-1,15,1,dates,Homonymy,Disamis,2,NA,3448,Disamis,0,0,0,0
9_16,9,Pilot-1,16,1,ponies,Valid Filler,Datisi,2,NA,3429,Datisi,1,1,0,0
9_17,9,Pilot-1,17,1,rifles,Valid Filler,Disamis,2,NA,2703,Disamis,1,1,0,0
9_18,9,Pilot-1,18,1,subscriptions,Polysemy,Darii,2,NA,3495,Darii,0,0,0,0
9_19,9,Pilot-1,19,1,liars,Valid Filler,Dimatis,2,NA,2833,Dimatis,1,1,0,0
9_20,9,Pilot-1,20,0,injuries,Invalid Filler,Dimatis*,2,NA,5015,Dimatis,0,1,0,0
9_21,9,Pilot-1,21,1,mugs,Valid Filler,Datisi,2,NA,4197,Datisi,1,1,0,0
9_22,9,Pilot-1,22,1,poets,Valid Filler,Datisi,2,NA,3090,Datisi,1,1,0,0
9_23,9,Pilot-1,23,0,newspapers,Polysemy,Dimatis,2,NA,3072,Dimatis,0,1,0,0
9_24,9,Pilot-1,24,0,books,Polysemy,Dimatis,2,NA,4391,Dimatis,0,1,0,0
9_25,9,Pilot-1,25,1,widows,Valid Filler,Dimatis,2,NA,3578,Dimatis,1,1,0,0
9_26,9,Pilot-1,26,1,dances,Invalid Filler,Darii*,2,NA,3651,Darii,0,0,0,0
9_27,9,Pilot-1,27,1,clowns,Valid Filler,Darii,2,NA,2915,Darii,1,1,0,0
9_28,9,Pilot-1,28,1,grapes,Valid Filler,Disamis,2,NA,2408,Disamis,1,1,0,0
9_29,9,Pilot-1,29,0,dreams,Polysemy,Barbara,2,NA,2498,Barbara,0,1,0,0
9_30,9,Pilot-1,30,1,swords,Valid Filler,Disamis,2,NA,2824,Disamis,1,1,0,0
9_31,9,Pilot-1,31,1,peppers,Invalid Filler,Dimatis*,2,NA,4063,Dimatis,0,0,0,0
