SubjTrial,SubjectID,ExpNum,ItemNum,Response,TargetWord,TrialType,Syllogism,ListNum,premise1,premise2,conclusion,digitMatch,RT,SyllogismSimple,ExpectedResponse,ResponseWasCorrect,excl.subj,excl.trial
8_40,8,Pilot-2,40,0,lunches,Polysemy,Darii,2,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,4232,Darii,0,1,0,0
8_41,8,Pilot-2,41,0,chickens,Polysemy,Datisi,2,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,4773,Datisi,0,1,0,0
8_42,8,Pilot-2,42,1,dinosaurs,Valid Filler,Barbara,2,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,15711,Barbara,1,1,0,0
8_43,8,Pilot-2,43,0,colors,Invalid Filler,Disamis*,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,8327,Disamis,0,1,0,0
8_44,8,Pilot-2,44,0,mothers,Invalid Filler,Darii*,2,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,4799,Darii,0,1,0,0
8_45,8,Pilot-2,45,1,suitcases,Valid Filler,Dimatis,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,8319,Dimatis,1,1,0,0
8_46,8,Pilot-2,46,0,shapes,Invalid Filler,Disamis*,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,7071,Disamis,0,1,0,0
8_47,8,Pilot-2,47,1,statues,Valid Filler,Datisi,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,10951,Datisi,1,1,0,0
8_48,8,Pilot-2,48,0,organs,Invalid Filler,Barbara*,2,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,4023,Barbara,0,1,0,0
8_49,8,Pilot-2,49,0,drivers,Invalid Filler,Barbara*,2,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,31862,Barbara,0,1,0,0
8_50,8,Pilot-2,50,0,dresses,Invalid Filler,Darii*,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,9191,Darii,0,1,0,0
8_51,8,Pilot-2,51,0,dinners,Polysemy,Barbara,2,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,9102,Barbara,0,1,0,0
8_52,8,Pilot-2,52,1,trucks,Valid Filler,Dimatis,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,25223,Dimatis,1,1,0,0
8_53,8,Pilot-2,53,0,spices,Invalid Filler,Dimatis*,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,10431,Dimatis,0,1,0,0
8_54,8,Pilot-2,54,0,panels,Homonymy,Datisi,2,All panels have judges,Some panels are electronics,Some electronics have judges,NA,4783,Datisi,0,1,0,0
8_55,8,Pilot-2,55,0,thieves,Invalid Filler,Dimatis*,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,3967,Dimatis,0,1,0,0
8_56,8,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,2,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,6367,Datisi,0,1,0,0
8_57,8,Pilot-2,57,0,burgers,Valid Filler,Disamis,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,3239,Disamis,1,0,0,0
8_58,8,Pilot-2,58,0,toilets,Invalid Filler,Disamis*,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,13486,Disamis,0,1,0,0
8_59,8,Pilot-2,59,0,buildings,Invalid Filler,Barbara*,2,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,3497,Barbara,0,1,0,0
8_60,8,Pilot-2,60,0,tapes,Homonymy,Darii,2,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,13924,Darii,0,1,0,0
9_1,9,Pilot-2,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,28704,Datisi,1,1,0,0
9_2,9,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,12326,Disamis,1,1,0,0
9_3,9,Pilot-2,3,1,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,11967,Darii,0,0,0,0
9_4,9,Pilot-2,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,15598,Dimatis,1,1,0,0
9_5,9,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,16069,Datisi,1,1,0,0
9_6,9,Pilot-2,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,11639,Darii,1,1,0,0
9_7,9,Pilot-2,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,21026,Darii,1,1,0,0
9_8,9,Pilot-2,8,0,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,12756,Disamis,0,1,0,0
9_9,9,Pilot-2,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,33976,Disamis,0,1,0,0
9_10,9,Pilot-2,10,0,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,12851,Barbara,0,1,0,0
9_11,9,Pilot-2,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,30338,Disamis,1,1,0,0
9_12,9,Pilot-2,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,9740,Datisi,0,1,0,0
9_13,9,Pilot-2,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,10810,Dimatis,0,1,0,0
9_14,9,Pilot-2,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,8359,Dimatis,0,1,0,0
9_15,9,Pilot-2,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,13427,Datisi,0,1,0,0
9_16,9,Pilot-2,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,18796,Datisi,0,1,0,0
9_17,9,Pilot-2,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,10840,Barbara,0,1,0,0
9_18,9,Pilot-2,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,9975,Barbara,1,1,0,0
9_19,9,Pilot-2,19,0,spices,Invalid Filler,Dimatis*,1,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,11163,Dimatis,0,1,0,0
9_20,9,Pilot-2,20,0,lunches,Polysemy,Darii,1,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,8439,Darii,0,1,0,0
9_21,9,Pilot-2,21,0,admissions,Homonymy,Barbara,1,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,7514,Barbara,0,1,0,0
9_22,9,Pilot-2,22,0,suitcases,Valid Filler,Dimatis,1,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,18896,Dimatis,1,0,0,0
9_23,9,Pilot-2,23,0,peppers,Invalid Filler,Dimatis*,1,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,16436,Dimatis,0,1,0,0
9_24,9,Pilot-2,24,0,colors,Invalid Filler,Disamis*,1,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,13217,Disamis,0,1,0,0
9_25,9,Pilot-2,25,0,examinations,Polysemy,Disamis,1,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,8836,Disamis,0,1,0,0
9_26,9,Pilot-2,26,0,tapes,Homonymy,Darii,1,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,5622,Darii,0,1,0,0
9_27,9,Pilot-2,27,1,dinosaurs,Valid Filler,Barbara,1,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,12071,Barbara,1,1,0,0
9_28,9,Pilot-2,28,1,phones,Valid Filler,Barbara,1,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,7400,Barbara,1,1,0,0
9_29,9,Pilot-2,29,0,newspapers,Polysemy,Dimatis,1,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,7432,Dimatis,0,1,0,0
9_30,9,Pilot-2,30,0,buildings,Invalid Filler,Barbara*,1,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,9039,Barbara,0,1,0,0
9_31,9,Pilot-2,31,0,dates,Homonymy,Disamis,1,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,6993,Disamis,0,1,0,0
9_32,9,Pilot-2,32,1,grapes,Valid Filler,Disamis,1,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,5251,Disamis,1,1,0,0
9_33,9,Pilot-2,33,1,swords,Valid Filler,Disamis,1,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,8144,Disamis,1,1,0,0
9_34,9,Pilot-2,34,1,ponies,Valid Filler,Datisi,1,All ponies neigh,Some ponies are colts,Some colts neigh,NA,5545,Datisi,1,1,0,0
9_35,9,Pilot-2,35,1,statues,Valid Filler,Datisi,1,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,18872,Datisi,1,1,0,0
9_36,9,Pilot-2,36,1,widows,Valid Filler,Dimatis,1,Some mothers are widows ,All widows are women,Some women are mothers,NA,4861,Dimatis,1,1,0,0
9_37,9,Pilot-2,37,0,steaks,Invalid Filler,Disamis*,1,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,10206,Disamis,0,1,0,0
9_38,9,Pilot-2,38,1,clowns,Valid Filler,Darii,1,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,5710,Darii,1,1,0,0
9_39,9,Pilot-2,39,0,injuries,Invalid Filler,Dimatis*,1,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,6594,Dimatis,0,1,0,0
9_40,9,Pilot-2,40,0,thieves,Invalid Filler,Dimatis*,1,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,10178,Dimatis,0,1,0,0
9_41,9,Pilot-2,41,0,tracks,Homonymy,Darii,1,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,8192,Darii,0,1,0,0
9_42,9,Pilot-2,42,0,stones,Invalid Filler,Datisi*,1,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,7140,Datisi,0,1,0,0
9_43,9,Pilot-2,43,0,columns,Homonymy,Datisi,1,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,5925,Datisi,0,1,0,0
9_44,9,Pilot-2,44,0,movements,Homonymy,Barbara,1,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,6961,Barbara,0,1,0,0
9_45,9,Pilot-2,45,0,organs,Invalid Filler,Barbara*,1,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,4765,Barbara,0,1,0,0
9_46,9,Pilot-2,46,0,actors,Invalid Filler,Datisi*,1,All male leads are actors,Some actors are women,Some women are male leads,NA,16571,Datisi,0,1,0,0
9_47,9,Pilot-2,47,1,magazines,Polysemy,Darii,1,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,19670,Darii,0,0,0,0
9_48,9,Pilot-2,48,1,liars,Valid Filler,Dimatis,1,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,10078,Dimatis,1,1,0,0
9_49,9,Pilot-2,49,0,classes,Polysemy,Disamis,1,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,6153,Disamis,0,1,0,0
9_50,9,Pilot-2,50,1,negotiations,Valid Filler,Barbara,1,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,17015,Barbara,1,1,0,0
9_51,9,Pilot-2,51,0,antiques,Invalid Filler,Darii*,1,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,8016,Darii,0,1,0,0
9_52,9,Pilot-2,52,0,books,Polysemy,Dimatis,1,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,7381,Dimatis,0,1,0,0
9_53,9,Pilot-2,53,0,dances,Invalid Filler,Darii*,1,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,6755,Darii,0,1,0,0
9_54,9,Pilot-2,54,0,shapes,Invalid Filler,Disamis*,1,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,6642,Disamis,0,1,0,0
9_55,9,Pilot-2,55,0,sausages,Invalid Filler,Datisi*,1,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,11940,Datisi,0,1,0,0
9_56,9,Pilot-2,56,0,funerals,Invalid Filler,Datisi*,1,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,6543,Datisi,0,1,0,0
9_57,9,Pilot-2,57,1,singers,Valid Filler,Darii,1,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,17324,Darii,1,1,0,0
9_58,9,Pilot-2,58,0,mothers,Invalid Filler,Darii*,1,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,5623,Darii,0,1,0,0
9_59,9,Pilot-2,59,0,clocks,Invalid Filler,Barbara*,1,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,8796,Barbara,0,1,0,0
9_60,9,Pilot-2,60,0,drivers,Invalid Filler,Barbara*,1,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,6585,Barbara,0,1,0,0
10_1,10,Pilot-2,1,1,boards,Homonymy,Dimatis,2,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,102068,Dimatis,0,0,0,0
10_2,10,Pilot-2,2,0,clocks,Invalid Filler,Barbara*,2,All watches are clocks ,All sundials are clocks ,All watches are sundials ,NA,10492,Barbara,0,1,0,0
10_3,10,Pilot-2,3,1,whales,Valid Filler,Barbara,2,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,11101,Barbara,1,1,0,0
10_4,10,Pilot-2,4,0,antiques,Invalid Filler,Darii*,2,All medieval manuscripts are antiques ,Some pieces of jewelry are antiques ,Some pieces of jewelry are medieval manuscripts,NA,7271,Darii,0,1,0,0
10_5,10,Pilot-2,5,1,classes,Polysemy,Disamis,2,Some classes are an hour long,All classes are groups of students,Some groups of students are an hour long,NA,12011,Disamis,0,0,0,0
10_6,10,Pilot-2,6,1,negotiations,Valid Filler,Barbara,2,All negotiations aim to reach agreement  ,All union bargainings are negotiations ,All union bargainings aim to reach agreement,NA,21697,Barbara,1,1,0,0
10_7,10,Pilot-2,7,1,columns,Homonymy,Datisi,2,All columns are architectural,Some columns are gossip articles,Some gossip articles are architectural,NA,17999,Datisi,0,0,0,0
10_8,10,Pilot-2,8,-99,arms,Homonymy,Disamis,2,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,120003,Disamis,0,0,0,1
10_9,10,Pilot-2,9,1,stones,Invalid Filler,Datisi*,2,All pebbles are stones,Some stones are boulders,Some boulders are pebbles,NA,53522,Datisi,0,0,0,0
10_10,10,Pilot-2,10,1,phones,Valid Filler,Barbara,2,All phones can make calls ,All iPhones are phones ,All iPhones can make calls ,NA,20607,Barbara,1,1,0,0
10_11,10,Pilot-2,11,0,actors,Invalid Filler,Datisi*,2,All male leads are actors,Some actors are women,Some women are male leads,NA,99331,Datisi,0,1,0,0
10_12,10,Pilot-2,12,1,oil,Polysemy,Datisi,2,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,14887,Datisi,0,0,0,0
10_13,10,Pilot-2,13,1,sausages,Invalid Filler,Datisi*,2,All hot dogs are sausages,Some sausages are salamis,Some hot dogs are salamis,NA,9975,Datisi,0,0,0,0
10_14,10,Pilot-2,14,-99,dolls,Valid Filler,Darii,2,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,120008,Darii,1,0,0,1
10_15,10,Pilot-2,15,1,dates,Homonymy,Disamis,2,Some dates are prime numbers,All dates are opportunities for romance,Some opportunities for romance are prime numbers,NA,23183,Disamis,0,0,0,0
10_16,10,Pilot-2,16,1,ponies,Valid Filler,Datisi,2,All ponies neigh,Some ponies are colts,Some colts neigh,NA,11375,Datisi,1,1,0,0
10_17,10,Pilot-2,17,1,rifles,Valid Filler,Disamis,2,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,76611,Disamis,1,1,0,0
10_18,10,Pilot-2,18,1,magazines,Polysemy,Darii,2,All magazines are flammable,Some subscriptions are magazines,Some subscriptions are flammable,NA,22351,Darii,0,0,0,0
10_19,10,Pilot-2,19,1,liars,Valid Filler,Dimatis,2,Some criminals are liars ,All liars are humans,Some humans are criminals ,NA,10943,Dimatis,1,1,0,0
10_20,10,Pilot-2,20,0,injuries,Invalid Filler,Dimatis*,2,Some sunburns are injuries,All cases of frostbite are injuries,Some cases of frostbite are sunburns,NA,8431,Dimatis,0,1,0,0
10_21,10,Pilot-2,21,1,mugs,Valid Filler,Datisi,2,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,71371,Datisi,1,1,0,0
10_22,10,Pilot-2,22,1,poets,Valid Filler,Datisi,2,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,68072,Datisi,1,1,0,0
10_23,10,Pilot-2,23,1,newspapers,Polysemy,Dimatis,2,Some recyclables are newspapers,All newspapers employ reporters,Some recyclables employ reporters,NA,84722,Dimatis,0,0,0,0
10_24,10,Pilot-2,24,1,books,Polysemy,Dimatis,2,Some doorstops are books,All books are intellectual property,Some intellectual property is a doorstop,NA,29851,Dimatis,0,0,0,0
10_25,10,Pilot-2,25,1,widows,Valid Filler,Dimatis,2,Some mothers are widows ,All widows are women,Some women are mothers,NA,16951,Dimatis,1,1,0,0
10_26,10,Pilot-2,26,-99,dances,Invalid Filler,Darii*,2,All polkas are dances ,Some mating rituals are dances ,Some mating rituals are polkas ,NA,120008,Darii,0,0,0,1
10_27,10,Pilot-2,27,1,clowns,Valid Filler,Darii,2,All clowns can juggle ,Some circus performers are clowns ,Some circus performers can juggle,NA,51146,Darii,1,1,0,0
10_28,10,Pilot-2,28,1,grapes,Valid Filler,Disamis,2,Some grapes are red ,All grapes are fruits ,Some fruits are red ,NA,40869,Disamis,1,1,0,0
10_29,10,Pilot-2,29,1,dreams,Polysemy,Barbara,2,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,12911,Barbara,0,0,0,0
10_30,10,Pilot-2,30,1,swords,Valid Filler,Disamis,2,Some swords are decorative,All swords are weapons ,Some weapons are decorative ,NA,12039,Disamis,1,1,0,0
10_31,10,Pilot-2,31,0,peppers,Invalid Filler,Dimatis*,2,Some yellow vegetables are peppers ,All jalapenos are peppers,Some jalapenos are yellow vegetables,NA,53813,Dimatis,0,1,0,0
10_32,10,Pilot-2,32,1,tracks,Homonymy,Darii,2,All tracks are prints left by animals,Some race courses are tracks ,Some race courses are prints left by animals,NA,109179,Darii,0,0,0,0
10_33,10,Pilot-2,33,1,singers,Valid Filler,Darii,2,All singers have an ideal vocal range ,Some guitarists are singers,Some guitarists have an ideal vocal range,NA,27715,Darii,1,1,0,0
10_34,10,Pilot-2,34,1,foundations,Homonymy,Dimatis,2,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,6735,Dimatis,0,0,0,0
10_35,10,Pilot-2,35,1,movements,Homonymy,Barbara,2,All movements aim for social change,All reflexes are movements,All reflexes aim for social change,NA,27520,Barbara,0,0,0,0
10_36,10,Pilot-2,36,1,doughnuts,Valid Filler,Darii,2,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,8015,Darii,1,1,0,0
10_37,10,Pilot-2,37,0,steaks,Invalid Filler,Disamis*,2,Some steaks are filet mignons,All ribeyes are steaks,Some ribeyes are filet mignons,NA,36181,Disamis,0,1,0,0
10_38,10,Pilot-2,38,-99,examinations,Polysemy,Disamis,2,Some examinations are life saving,All examinations are graded assignments,Some graded assignments are life saving,NA,120008,Disamis,0,0,0,1
10_39,10,Pilot-2,39,1,admissions,Homonymy,Barbara,2,All guilty pleas are admissions,All admissions are ticketed,All guilty pleas are ticketed,NA,18089,Barbara,0,0,0,0
10_40,10,Pilot-2,40,1,lunches,Polysemy,Darii,2,All lunches are less than three hours long,Some sandwiches are lunches,Some sandwiches are less than three hours long,NA,19631,Darii,0,0,0,0
10_41,10,Pilot-2,41,1,chickens,Polysemy,Datisi,2,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,11216,Datisi,0,0,0,0
10_42,10,Pilot-2,42,1,dinosaurs,Valid Filler,Barbara,2,All dinosaurs were reptiles,All pterodactyls are dinosaurs,All pterodactyls were reptiles ,NA,7872,Barbara,1,1,0,0
10_43,10,Pilot-2,43,1,colors,Invalid Filler,Disamis*,2,Some colors are primary ,All shades of purple are colors ,Some shades of purple are primary,NA,9448,Disamis,0,0,0,0
10_44,10,Pilot-2,44,1,mothers,Invalid Filler,Darii*,2,All grandmothers are mothers ,Some teens are mothers,Some grandmothers are teens,NA,17135,Darii,0,0,0,0
10_45,10,Pilot-2,45,1,suitcases,Valid Filler,Dimatis,2,Some bags are suitcases,All suitcases are pieces of luggage,Some pieces of luggage are bags,NA,28996,Dimatis,1,1,0,0
10_46,10,Pilot-2,46,0,shapes,Invalid Filler,Disamis*,2,Some shapes are triangles,All squares are shapes,Some squares are triangles,NA,45687,Disamis,0,1,0,0
10_47,10,Pilot-2,47,1,statues,Valid Filler,Datisi,2,All statues are sculptures,Some statues are bronzes,Some bronzes are sculptures,NA,20815,Datisi,1,1,0,0
10_48,10,Pilot-2,48,0,organs,Invalid Filler,Barbara*,2,All hearts are organs ,All lungs are organs ,All lungs are hearts,NA,8822,Barbara,0,1,0,0
10_49,10,Pilot-2,49,0,drivers,Invalid Filler,Barbara*,2,All long-haul truckers are drivers,All chauffeurs are drivers,All chauffeurs are long-haul truckers ,NA,34596,Barbara,0,1,0,0
10_50,10,Pilot-2,50,0,dresses,Invalid Filler,Darii*,2,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,52927,Darii,0,1,0,0
10_51,10,Pilot-2,51,1,dinners,Polysemy,Barbara,2,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,9562,Barbara,0,0,0,0
10_52,10,Pilot-2,52,1,trucks,Valid Filler,Dimatis,2,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,9660,Dimatis,1,1,0,0
10_53,10,Pilot-2,53,1,spices,Invalid Filler,Dimatis*,2,Some dried roots are spices ,All mustard seeds are spices ,Some mustard seeds are dried roots,NA,45318,Dimatis,0,0,0,0
10_54,10,Pilot-2,54,1,panels,Homonymy,Datisi,2,All panels have judges,Some panels are electronics,Some electronics have judges,NA,102464,Datisi,0,0,0,0
10_55,10,Pilot-2,55,0,thieves,Invalid Filler,Dimatis*,2,Some children are thieves,All mob bosses are thieves,Some mob bosses are children,NA,12360,Dimatis,0,1,0,0
10_56,10,Pilot-2,56,1,funerals,Invalid Filler,Datisi*,2,All open-casket services are funerals,Some funerals are cremations,Some cremations are open-casket services,NA,36620,Datisi,0,0,0,0
10_57,10,Pilot-2,57,1,burgers,Valid Filler,Disamis,2,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,8290,Disamis,1,1,0,0
10_58,10,Pilot-2,58,0,toilets,Invalid Filler,Disamis*,2,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,13024,Disamis,0,1,0,0
10_59,10,Pilot-2,59,0,buildings,Invalid Filler,Barbara*,2,All hotels are buildings ,All hospitals are buildings ,All hospitals are hotels ,NA,11556,Barbara,0,1,0,0
10_60,10,Pilot-2,60,1,tapes,Homonymy,Darii,2,All tapes are recordings,Some adhesives are tapes,Some adhesives are recordings,NA,12555,Darii,0,0,0,0
11_1,11,Pilot-2,1,1,mugs,Valid Filler,Datisi,1,All mugs are cups ,Some mugs are ceramics,Some ceramics are cups ,NA,9511,Datisi,1,1,0,0
11_2,11,Pilot-2,2,1,burgers,Valid Filler,Disamis,1,Some burgers are overcooked ,All burgers are sandwiches,Some sandwiches are overcooked ,NA,6509,Disamis,1,1,0,0
11_3,11,Pilot-2,3,0,dresses,Invalid Filler,Darii*,1,All ball gowns are dresses ,Some cocktail outfits are dresses,Some cocktail outfits are ball gowns,NA,23985,Darii,0,1,0,0
11_4,11,Pilot-2,4,1,trucks,Valid Filler,Dimatis,1,Some cars are trucks ,All trucks are vehicles,Some vehicles are cars ,NA,12377,Dimatis,1,1,0,0
11_5,11,Pilot-2,5,1,poets,Valid Filler,Datisi,1,All poets are writers ,Some poets are teachers,Some teachers are writers,NA,9133,Datisi,1,1,0,0
11_6,11,Pilot-2,6,1,doughnuts,Valid Filler,Darii,1,All doughnuts are sugary ,Some pastries are doughnuts ,Some pastries are sugary,NA,8731,Darii,1,1,0,0
11_7,11,Pilot-2,7,1,dolls,Valid Filler,Darii,1,All dolls are man made,Some toys are dolls ,Some toys are man made,NA,7423,Darii,1,1,0,0
11_8,11,Pilot-2,8,1,arms,Homonymy,Disamis,1,Some arms are high caliber,All arms have elbows,Some elbows are high caliber,NA,7763,Disamis,0,0,0,0
11_9,11,Pilot-2,9,0,toilets,Invalid Filler,Disamis*,1,Some toilets are coed,All urinals are toilets,Some urinals are coed,NA,12051,Disamis,0,1,0,0
11_10,11,Pilot-2,10,1,dinners,Polysemy,Barbara,1,All dinners are after lunch,All Thanksgiving turkeys are dinners,All Thanksgiving turkeys are after lunch,NA,12099,Barbara,0,0,0,0
11_11,11,Pilot-2,11,1,rifles,Valid Filler,Disamis,1,Some rifles are for hunting,All rifles are guns ,Some guns are for hunting,NA,9198,Disamis,1,1,0,0
11_12,11,Pilot-2,12,0,chickens,Polysemy,Datisi,1,All chickens lay eggs,Some chickens are roasts,Some roasts lay legs,NA,7535,Datisi,0,1,0,0
11_13,11,Pilot-2,13,0,boards,Homonymy,Dimatis,1,Some committees are boards,All boards are rectangles,Some rectangles are committees,NA,4156,Dimatis,0,1,0,0
11_14,11,Pilot-2,14,0,foundations,Homonymy,Dimatis,1,Some concrete slabs are foundations,All foundations are non-profits,Some non-profits are concrete slabs,NA,4634,Dimatis,0,1,0,0
11_15,11,Pilot-2,15,0,panels,Homonymy,Datisi,1,All panels have judges,Some panels are electronics,Some electronics have judges,NA,4984,Datisi,0,1,0,0
11_16,11,Pilot-2,16,0,oil,Polysemy,Datisi,1,All oil is extracted from the earth,Some oil is saturated fat,Some saturated fat is extracted from the earth,NA,15817,Datisi,0,1,0,0
11_17,11,Pilot-2,17,0,dreams,Polysemy,Barbara,1,All dreams are goals,All nightmares are dreams,All nightmares are goals,NA,9764,Barbara,0,1,0,0
11_18,11,Pilot-2,18,1,whales,Valid Filler,Barbara,1,All whales are mammals ,All orcas are whales ,All orcas are mammals,NA,5182,Barbara,1,1,0,0
